match_id,winner,victory_condition,rounds_completed,boxerA_name,boxerA_weight,boxerA_height,boxerA_reach,boxerA_power,boxerA_speed,boxerA_stamina,boxerA_defense,boxerA_chin,boxerA_experience,boxerB_name,boxerB_weight,boxerB_height,boxerB_reach,boxerB_power,boxerB_speed,boxerB_stamina,boxerB_defense,boxerB_chin,boxerB_experience,total_punches_A,total_punches_B,total_hits_A,total_hits_B,total_knockdowns_A,total_knockdowns_B,total_points_A,total_points_B,total_damage_dealt_A,total_damage_dealt_B,total_stamina_used_A,total_stamina_used_B,hit_rate_A,hit_rate_B,final_hp_A,final_hp_B,final_stamina_A,final_stamina_B,total_A_jab,total_B_jab,total_A_cross,total_B_cross,total_A_lead_hook,total_B_lead_hook,total_A_rear_hook,total_B_rear_hook,total_A_lead_uppercut,total_B_lead_uppercut,total_A_rear_uppercut,total_B_rear_uppercut
71719,Boxer_A_8173,KO,1,Boxer_A_8173,94.7,188,198,61,92,63,88,99,91,Boxer_B_8173,80.1,179,186,95,93,94,82,63,67,10,9,5,4,0,0,13,9,114.06678225,89.81639625000001,7.499999999999999,6.599999999999999,50.0,44.44,10.18,0.0,92.5,93.4,3,2,2,2,2,3,0,1,2,0,1,1
84180,Boxer_A_8174,KO,1,Boxer_A_8174,69.3,195,200,100,73,93,86,100,46,Boxer_B_8174,81.6,166,192,88,70,67,74,100,32,4,3,4,0,0,1,10,0,106.17999999999999,0.0,3.5,2.4,100.0,0.0,100.0,-10.0,96.5,97.6,1,0,0,1,1,1,1,1,0,0,1,0
53666,Boxer_B_8175,KO,1,Boxer_A_8175,82.2,194,191,89,94,62,70,64,98,Boxer_B_8175,62.0,173,192,81,87,68,77,83,69,4,4,2,3,1,0,8,9,81.471312,108.70038,5.0,3.7,50.0,75.0,-10.0,18.53,95.0,96.3,0,1,0,0,1,1,0,0,0,1,3,1
90717,Boxer_B_8176,KO,1,Boxer_A_8176,69.7,180,191,85,86,63,72,80,17,Boxer_B_8176,65.9,189,174,69,99,96,84,61,50,9,9,3,5,0,0,7,12,85.30430000000001,108.62532,7.199999999999999,7.799999999999999,33.33,55.56,0.0,14.7,92.8,92.2,2,0,2,3,2,2,0,2,2,2,1,0
20188,Boxer_B_8177,KO,1,Boxer_A_8177,86.6,171,194,71,70,60,74,85,48,Boxer_B_8177,68.4,168,199,74,96,87,73,62,51,17,17,3,5,1,1,6,12,64.872558,99.33084749999999,14.8,15.6,17.65,29.41,0.0,25.13,85.2,84.4,2,2,2,2,6,2,3,6,2,4,2,1
36236,Boxer_B_8178,KO,1,Boxer_A_8178,60.7,185,177,97,74,92,83,79,64,Boxer_B_8178,84.8,177,173,81,90,65,81,69,92,13,13,2,6,0,0,2,10,29.8932175,107.47531575,9.9,11.299999999999999,15.38,46.15,0.0,70.11,90.1,88.7,5,3,2,2,1,2,0,0,3,4,2,2
92983,Boxer_A_8179,KO,1,Boxer_A_8179,83.9,189,194,66,72,68,95,84,3,Boxer_B_8179,85.7,168,193,68,80,87,93,85,10,32,31,8,5,0,0,15,11,107.94308250000002,86.33810400000004,29.400000000000002,26.199999999999996,25.0,16.13,13.66,0.0,70.6,73.8,2,4,9,7,4,7,7,6,4,3,6,4
57487,Boxer_B_8180,KO,1,Boxer_A_8180,82.2,182,180,100,72,87,93,93,81,Boxer_B_8180,78.9,182,191,92,73,74,95,79,81,14,14,1,4,1,0,1,13,14.399,119.43725199999999,11.199999999999998,12.899999999999999,7.14,28.57,-10.0,85.6,88.8,87.1,4,1,3,3,0,3,2,3,4,1,1,3
19148,Boxer_A_8181,KO,1,Boxer_A_8181,89.9,174,176,92,87,99,86,94,35,Boxer_B_8181,85.2,176,172,76,68,93,73,98,21,11,10,5,4,0,1,11,10,110.196312,82.235648,8.7,9.700000000000001,45.45,40.0,17.76,0.0,91.3,90.3,3,1,1,1,2,1,3,4,1,1,1,2
19296,Boxer_B_8182,KO,1,Boxer_A_8182,90.9,177,186,93,63,74,72,79,32,Boxer_B_8182,74.0,183,190,88,92,94,91,66,89,4,4,1,3,1,0,4,11,48.651647999999994,115.21136,4.6,4.4,25.0,75.0,-10.0,51.35,95.4,95.6,0,0,0,1,1,0,1,1,0,0,2,2
78906,Boxer_B_8183,KO,1,Boxer_A_8183,73.5,192,182,60,100,70,94,77,64,Boxer_B_8183,89.6,187,195,79,99,73,88,96,6,8,8,3,5,0,1,7,10,50.88720000000001,111.21835275000001,6.999999999999999,5.999999999999999,37.5,62.5,0.0,39.11,93.0,94.0,0,2,2,2,4,2,0,0,1,1,1,1
40868,Boxer_A_8184,KO,1,Boxer_A_8184,81.4,165,194,74,92,95,86,89,44,Boxer_B_8184,97.6,180,181,84,90,85,71,61,44,7,6,4,2,0,0,11,4,118.78272800000002,35.99064,6.800000000000001,5.4,57.14,33.33,64.01,0.0,93.2,94.6,0,0,2,3,0,0,2,1,3,1,0,1
84924,Boxer_B_8185,KO,1,Boxer_A_8185,81.6,185,193,86,93,97,81,67,52,Boxer_B_8185,97.9,194,194,100,60,76,90,72,98,6,6,2,4,0,0,5,9,60.279808,131.64339999999999,5.2,6.1,33.33,66.67,0.0,39.72,94.8,93.9,2,1,0,0,1,1,1,1,0,1,2,2
84861,Boxer_A_8186,KO,1,Boxer_A_8186,98.9,187,176,96,71,97,97,69,66,Boxer_B_8186,99.5,194,186,89,85,89,87,96,61,10,9,3,1,0,1,9,2,99.730176,22.711732,10.6,8.899999999999999,30.0,11.11,77.29,0.0,89.4,91.1,0,1,1,1,2,0,1,4,5,1,1,2
98633,Boxer_B_8187,KO,1,Boxer_A_8187,97.7,182,187,83,65,90,88,91,55,Boxer_B_8187,65.1,190,189,99,67,99,82,67,30,5,5,1,4,0,0,2,9,26.769575,105.86780324999998,5.0,4.3999999999999995,20.0,80.0,0.0,73.23,95.0,95.6,0,2,1,0,1,0,0,0,3,2,0,1
98900,Boxer_A_8188,KO,1,Boxer_A_8188,75.1,185,177,84,98,82,67,91,33,Boxer_B_8188,97.3,190,199,68,64,100,62,88,2,8,7,5,3,1,0,10,7,100.03526400000001,57.013104,6.199999999999999,6.9,62.5,42.86,32.99,0.0,93.8,93.1,0,1,3,0,4,1,0,1,1,4,0,0
62944,Boxer_B_8189,KO,1,Boxer_A_8189,67.9,174,173,67,99,92,60,62,46,Boxer_B_8189,88.4,185,195,86,80,85,77,88,6,8,8,4,3,1,0,9,10,70.63140000000001,118.15780799999999,7.3,8.4,50.0,37.5,0.0,29.37,92.7,91.6,1,0,0,1,2,1,3,2,2,3,0,1
20347,Boxer_B_8190,KO,1,Boxer_A_8190,94.5,168,194,82,73,75,94,96,31,Boxer_B_8190,79.4,190,170,86,90,78,93,89,21,14,14,4,5,0,0,9,13,95.357103,121.73678400000001,12.0,12.2,28.57,35.71,0.0,4.64,88.0,87.8,2,2,2,2,5,4,0,2,4,2,1,2
46492,Boxer_A_8191,KO,1,Boxer_A_8191,71.0,194,170,67,86,77,95,82,93,Boxer_B_8191,80.3,181,187,89,71,80,68,92,80,10,9,6,1,1,1,15,4,112.48723800000002,41.25185600000001,8.1,8.9,60.0,11.11,48.75,0.0,91.9,91.1,1,1,3,1,1,2,4,1,1,1,0,3
33008,Boxer_B_8192,KO,1,Boxer_A_8192,78.2,165,178,69,85,86,81,98,50,Boxer_B_8192,66.9,177,187,100,93,64,80,96,31,6,6,1,4,1,0,2,8,17.1327,92.1927,5.3,4.4,16.67,66.67,0.0,82.87,94.7,95.6,1,2,0,1,3,1,0,0,1,2,1,0
46720,Boxer_B_8193,KO,1,Boxer_A_8193,65.8,189,172,90,61,97,93,94,43,Boxer_B_8193,85.0,167,178,69,86,82,95,98,26,12,12,3,6,0,0,7,13,70.39683000000001,103.3193925,12.1,9.6,25.0,50.0,0.0,29.6,87.9,90.4,1,2,0,3,3,3,4,1,1,2,3,1
19107,Boxer_B_8194,KO,1,Boxer_A_8194,88.2,189,185,93,76,60,93,87,3,Boxer_B_8194,87.8,185,190,83,96,75,92,98,41,8,8,3,6,0,0,6,10,66.051018,104.65791625,7.899999999999999,6.0,37.5,75.0,0.0,33.95,92.1,94.0,1,2,1,2,1,2,0,0,4,1,1,1
89589,Boxer_B_8195,KO,1,Boxer_A_8195,67.8,179,196,89,93,62,92,84,98,Boxer_B_8195,61.8,189,183,77,96,69,64,60,5,9,9,4,6,0,0,7,12,90.68076499999998,116.31920300000002,8.2,7.0,44.44,66.67,0.0,9.32,91.8,93.0,2,2,1,2,1,1,1,2,2,2,2,0
88959,Boxer_A_8196,KO,1,Boxer_A_8196,92.9,194,188,64,91,64,93,91,52,Boxer_B_8196,75.6,175,198,85,94,60,68,66,58,18,17,5,3,1,0,12,7,105.73350399999998,63.22435999999999,16.9,12.800000000000002,27.78,17.65,26.78,0.0,83.1,87.2,3,6,2,2,1,1,4,5,6,1,2,2
37013,Boxer_A_8197,KO,1,Boxer_A_8197,67.2,175,200,85,84,68,84,96,73,Boxer_B_8197,68.3,195,190,75,80,80,74,61,13,7,6,4,1,0,0,10,2,128.71556375,18.486,6.3999999999999995,7.399999999999999,57.14,16.67,81.51,0.0,93.6,92.6,2,0,0,0,0,1,2,0,2,2,1,3
86957,Boxer_B_8198,KO,1,Boxer_A_8198,73.8,178,198,91,77,80,68,98,27,Boxer_B_8198,89.0,171,186,66,95,99,86,92,53,16,16,2,6,0,0,2,15,23.304645000000008,104.66577000000001,12.399999999999999,15.7,12.5,37.5,0.0,76.7,87.6,84.3,4,1,4,4,2,1,2,3,2,3,2,4
13201,Boxer_A_8199,KO,1,Boxer_A_8199,72.4,175,170,79,68,83,78,61,94,Boxer_B_8199,99.9,177,188,94,64,87,88,86,94,6,5,4,1,0,1,10,2,101.18241000000002,32.665000000000006,5.8,4.2,66.67,20.0,67.33,-10.0,94.2,95.8,0,0,0,1,3,3,1,0,2,1,0,0
99435,Boxer_B_8200,KO,1,Boxer_A_8200,98.0,185,191,74,91,75,72,65,82,Boxer_B_8200,92.1,166,198,96,78,61,76,73,35,7,7,4,3,0,0,7,8,78.5649305,113.19264000000003,4.1,5.799999999999999,57.14,42.86,0.0,21.44,95.9,94.2,3,0,2,3,1,2,0,1,1,0,0,1
18284,Boxer_B_8201,KO,1,Boxer_A_8201,62.6,173,195,73,61,62,65,84,58,Boxer_B_8201,65.9,168,190,63,61,92,60,67,3,14,14,3,6,0,0,8,14,73.77869100000001,108.35937000000003,14.299999999999999,13.9,21.43,42.86,0.0,26.22,85.7,86.1,1,1,2,2,3,3,1,1,2,4,5,3
89773,Boxer_A_8202,KO,1,Boxer_A_8202,70.0,170,175,90,100,97,73,65,63,Boxer_B_8202,66.3,167,172,84,64,69,63,94,86,6,5,4,2,0,0,10,6,107.25345000000002,77.31611999999998,5.499999999999999,6.3999999999999995,66.67,40.0,22.68,0.0,94.5,93.6,1,0,1,0,1,0,0,0,2,3,1,2
94815,Boxer_B_8203,KO,1,Boxer_A_8203,76.7,195,199,94,64,64,86,73,87,Boxer_B_8203,69.9,169,179,90,66,63,92,95,26,20,20,3,6,0,0,6,10,62.030482500000005,116.67458249999999,17.400000000000002,15.900000000000002,15.0,30.0,0.0,37.97,82.6,84.1,4,5,2,6,5,1,2,2,4,2,3,4
70734,Boxer_A_8204,KO,1,Boxer_A_8204,63.3,170,200,62,65,84,73,84,99,Boxer_B_8204,82.6,184,171,72,76,64,76,67,24,11,10,5,4,1,0,12,7,108.13392100000002,63.928296,9.999999999999998,8.7,45.45,40.0,26.07,0.0,90.0,91.3,2,3,1,2,2,0,1,0,4,2,1,3
83550,Boxer_A_8205,KO,1,Boxer_A_8205,78.9,172,171,93,98,94,81,80,42,Boxer_B_8205,65.2,174,197,81,63,94,88,97,75,6,5,4,2,0,1,12,6,117.2613285,57.09528000000001,5.3,4.2,66.67,40.0,42.9,0.0,94.7,95.8,1,0,0,1,2,2,2,2,0,0,1,0
55416,Boxer_A_8206,KO,1,Boxer_A_8206,74.0,190,173,87,76,74,95,85,74,Boxer_B_8206,66.6,181,182,96,70,68,82,81,49,7,6,4,2,0,1,10,4,102.61893599999999,51.78312,6.499999999999999,5.3,57.14,33.33,48.22,0.0,93.5,94.7,1,1,1,1,0,1,3,1,1,1,1,1
61176,Boxer_B_8207,KO,1,Boxer_A_8207,99.5,175,185,63,97,73,61,60,14,Boxer_B_8207,78.5,169,183,75,70,96,98,79,81,9,9,2,4,0,0,5,10,39.5976735,111.55199999999999,8.1,9.1,22.22,44.44,0.0,60.4,91.9,90.9,1,1,2,0,1,1,2,3,2,3,1,1
88376,Boxer_A_8208,KO,1,Boxer_A_8208,87.4,194,175,67,97,73,87,82,51,Boxer_B_8208,64.4,189,173,68,98,100,88,74,4,8,7,4,2,0,0,12,6,100.72994400000002,46.795968000000016,7.8,6.0,50.0,28.57,53.2,0.0,92.2,94.0,0,0,2,3,1,1,3,2,0,0,2,1
29414,Boxer_B_8209,KO,1,Boxer_A_8209,95.6,185,190,61,71,95,81,99,88,Boxer_B_8209,95.3,183,192,82,94,80,78,92,97,9,9,1,4,1,0,4,13,25.403328000000002,113.31432400000001,9.700000000000001,9.2,11.11,44.44,0.0,74.6,90.3,90.8,1,0,0,3,2,0,1,1,1,3,4,2
52487,Boxer_B_8210,KO,1,Boxer_A_8210,77.5,165,195,84,74,76,93,93,20,Boxer_B_8210,87.3,165,193,63,82,77,82,86,80,20,20,4,6,0,1,9,16,89.97609600000001,110.81529899999998,18.3,19.3,20.0,30.0,0.0,0.02,81.7,80.7,3,3,3,1,4,2,1,5,6,7,3,2
91955,Boxer_A_8211,KO,1,Boxer_A_8211,82.4,167,180,92,80,71,87,61,100,Boxer_B_8211,87.5,179,194,90,67,76,63,98,57,5,4,5,2,0,0,11,6,106.46382600000003,79.93890000000002,3.6,4.8,100.0,50.0,20.06,0.0,96.4,95.2,2,0,0,0,0,1,3,0,0,1,0,2
35687,Boxer_A_8212,KO,1,Boxer_A_8212,95.3,165,198,98,68,65,86,73,88,Boxer_B_8212,85.6,178,191,78,75,91,62,100,82,26,25,5,4,1,0,12,9,115.77720000000001,85.61260499999999,21.700000000000006,23.200000000000006,19.23,16.0,4.39,0.0,78.3,76.8,5,4,5,3,4,5,4,4,6,2,2,7
51301,Boxer_B_8213,KO,1,Boxer_A_8213,61.1,165,184,72,90,87,83,66,41,Boxer_B_8213,82.2,185,175,91,95,71,97,89,65,9,9,4,3,0,1,9,9,78.659262,109.35579199999998,7.3999999999999995,9.3,44.44,33.33,0.0,11.34,92.6,90.7,2,1,1,0,3,0,1,4,0,3,2,1
64625,Boxer_A_8214,KO,1,Boxer_A_8214,92.1,194,183,98,95,87,79,72,94,Boxer_B_8214,71.0,183,200,79,74,81,74,77,69,9,8,3,1,0,1,8,1,96.522405,12.008,8.3,6.3,33.33,12.5,87.99,-6.52,91.7,93.7,1,3,2,0,1,0,1,3,3,2,1,0
27876,Boxer_A_8215,KO,1,Boxer_A_8215,94.7,166,191,87,68,94,75,65,39,Boxer_B_8215,66.7,183,182,95,97,85,93,65,80,9,8,3,1,0,1,9,4,106.69158,48.581100000000006,8.9,6.999999999999999,33.33,12.5,51.42,0.0,91.1,93.0,1,2,2,1,0,1,1,1,3,1,2,2
19918,Boxer_B_8216,KO,1,Boxer_A_8216,92.0,188,170,68,89,92,61,99,80,Boxer_B_8216,85.9,171,199,72,76,70,88,83,37,12,12,3,5,1,0,10,14,80.82500399999999,97.58296800000001,13.299999999999999,10.200000000000001,25.0,41.67,0.0,19.17,86.7,89.8,1,2,1,2,1,2,1,4,3,0,5,2
12366,Boxer_A_8217,KO,1,Boxer_A_8217,80.3,171,189,67,96,80,72,86,8,Boxer_B_8217,97.2,190,189,60,62,99,91,60,68,8,7,5,2,0,1,10,2,98.48531,16.6554,5.7,5.499999999999999,62.5,28.57,83.34,0.0,94.3,94.5,1,3,4,0,1,1,1,0,1,2,0,1
32930,Boxer_A_8218,KO,1,Boxer_A_8218,70.9,169,175,94,77,77,92,100,27,Boxer_B_8218,79.3,167,181,76,87,91,77,69,90,7,6,3,2,0,0,9,7,108.65873599999998,52.896,7.300000000000001,4.3999999999999995,42.86,33.33,47.1,0.0,92.7,95.6,1,2,1,1,0,1,1,1,1,0,3,1
31266,Boxer_A_8219,KO,1,Boxer_A_8219,91.4,168,174,75,64,74,70,98,82,Boxer_B_8219,75.1,189,199,62,98,100,71,76,11,14,13,4,3,0,0,13,5,122.55539999999999,34.337739,13.5,12.200000000000001,28.57,23.08,65.66,0.0,86.5,87.8,1,2,3,1,2,2,2,3,3,3,3,2
58086,Boxer_A_8220,KO,1,Boxer_A_8220,65.5,178,200,74,100,69,76,65,97,Boxer_B_8220,88.7,180,174,95,98,60,66,78,97,7,6,5,3,1,1,12,5,115.075402,69.21011250000001,6.699999999999999,4.5,71.43,50.0,20.79,0.0,93.3,95.5,1,3,0,0,1,0,2,1,3,1,0,1
42062,Boxer_B_8221,KO,1,Boxer_A_8221,82.4,188,195,70,76,71,65,69,18,Boxer_B_8221,86.6,192,177,93,61,66,76,95,28,10,10,4,3,1,0,10,10,74.01817499999999,112.765848,10.5,9.7,40.0,30.0,0.0,25.98,89.5,90.3,1,1,1,1,1,2,1,2,3,2,3,2
25606,Boxer_B_8222,KO,1,Boxer_A_8222,80.3,181,179,62,77,91,91,72,15,Boxer_B_8222,85.7,190,192,92,84,93,85,99,82,10,10,6,4,0,0,14,8,95.61447800000002,100.41689600000004,8.9,7.1,60.0,40.0,0.0,4.39,91.1,92.9,1,3,2,2,2,2,1,1,4,2,0,0
88283,Boxer_A_8223,KO,1,Boxer_A_8223,96.6,193,182,84,98,100,90,90,92,Boxer_B_8223,63.9,181,199,63,62,81,88,79,46,13,12,4,5,0,1,11,10,107.380119,73.73693250000001,12.3,10.399999999999999,30.77,41.67,26.26,0.0,87.7,89.6,3,2,2,2,0,3,2,1,1,2,5,2
56197,Boxer_A_8224,KO,1,Boxer_A_8224,91.4,167,187,99,98,76,69,87,99,Boxer_B_8224,69.3,174,190,80,96,75,83,76,86,8,7,4,3,0,1,8,5,109.42212599999999,51.01498,7.299999999999999,5.3999999999999995,50.0,42.86,48.99,0.0,92.7,94.6,1,2,0,2,3,1,2,0,1,0,1,2
61159,Boxer_A_8225,KO,1,Boxer_A_8225,76.5,166,173,97,89,82,67,72,59,Boxer_B_8225,85.3,185,174,60,75,83,87,74,49,6,5,4,2,1,1,8,8,111.2354775,60.825599999999994,3.8,5.4,66.67,40.0,29.17,-10.0,96.2,94.6,2,0,1,1,2,0,1,2,0,0,0,2
43515,Boxer_A_8226,KO,1,Boxer_A_8226,90.6,189,188,68,69,71,79,65,10,Boxer_B_8226,73.2,176,191,60,98,62,70,65,92,9,8,5,5,1,1,13,10,120.18226500000003,87.66022500000001,8.399999999999999,6.0,55.56,62.5,2.34,0.0,91.6,94.0,2,2,0,3,1,1,3,0,1,0,2,2
88493,Boxer_B_8227,KO,1,Boxer_A_8227,77.5,193,186,65,68,64,72,62,50,Boxer_B_8227,80.9,179,174,64,85,94,99,72,90,12,12,3,5,0,0,10,13,83.98208,111.32515199999999,12.599999999999998,11.0,25.0,41.67,0.0,16.02,87.4,89.0,0,2,1,2,3,1,3,3,2,1,3,3
49288,Boxer_B_8228,KO,1,Boxer_A_8228,84.3,176,174,68,100,85,78,87,14,Boxer_B_8228,85.9,179,173,100,80,62,84,90,6,6,6,1,3,0,0,1,9,9.350000000000001,109.25404999999998,4.8,6.1,16.67,50.0,0.0,90.65,95.2,93.9,2,1,0,0,2,0,0,1,1,4,1,0
10075,Boxer_B_8229,KO,1,Boxer_A_8229,97.8,173,193,65,76,99,96,99,22,Boxer_B_8229,76.9,167,183,81,99,99,94,65,78,10,10,3,6,0,0,10,15,84.25755,122.62909950000002,11.399999999999999,8.2,30.0,60.0,0.0,15.74,88.6,91.8,0,2,0,2,2,1,2,3,3,1,3,1
26586,Boxer_A_8230,KO,1,Boxer_A_8230,84.9,185,174,72,79,90,71,64,91,Boxer_B_8230,85.0,180,175,92,82,93,60,80,32,11,10,5,3,1,0,13,5,113.24447999999998,65.803736,8.799999999999999,8.0,45.45,30.0,24.2,0.0,91.2,92.0,2,2,3,2,2,2,2,2,0,1,2,1
92771,Boxer_A_8231,KO,1,Boxer_A_8231,77.9,170,185,79,94,73,64,82,61,Boxer_B_8231,92.8,186,187,76,86,62,78,75,64,8,7,4,3,1,0,10,7,102.2506875,69.34057600000001,7.3,7.000000000000001,50.0,42.86,20.66,0.0,92.7,93.0,1,0,3,1,0,2,0,2,2,0,2,2
73370,Boxer_A_8232,KO,1,Boxer_A_8232,82.1,168,178,96,64,74,94,90,23,Boxer_B_8232,87.3,183,193,64,80,64,61,63,48,4,3,3,2,1,0,8,7,110.582016,48.998400000000004,3.4000000000000004,3.4,75.0,66.67,41.0,0.0,96.6,96.6,0,0,2,0,0,0,1,2,1,0,0,1
14835,Boxer_A_8233,KO,1,Boxer_A_8233,61.7,166,179,95,63,93,75,94,81,Boxer_B_8233,98.2,186,196,85,68,96,69,64,79,23,22,4,4,0,1,9,8,107.94659999999998,72.06873750000001,20.700000000000003,18.100000000000005,17.39,18.18,27.93,0.0,79.3,81.9,3,5,3,4,4,2,7,5,3,4,3,2
18801,Boxer_A_8234,KO,1,Boxer_A_8234,83.1,167,189,91,78,98,72,83,97,Boxer_B_8234,89.5,188,180,92,69,90,75,61,33,5,4,4,1,1,0,8,2,112.10492475000001,26.748540000000002,3.5999999999999996,2.3,80.0,25.0,63.25,0.0,96.4,97.7,2,1,0,2,1,1,1,0,1,0,0,0
77698,Boxer_B_8235,KO,1,Boxer_A_8235,96.3,166,184,67,79,61,60,70,38,Boxer_B_8235,63.0,173,196,66,71,86,86,100,81,19,19,4,5,1,0,11,13,74.38674999999999,106.09170000000003,18.4,15.100000000000001,21.05,26.32,-10.0,25.61,81.6,84.9,4,3,1,4,2,4,2,6,5,1,5,1
70357,Boxer_A_8236,KO,1,Boxer_A_8236,68.3,179,177,71,76,88,81,90,56,Boxer_B_8236,92.7,178,175,78,63,100,69,96,3,22,21,5,3,0,2,11,11,80.544672,88.76868000000002,19.800000000000004,21.299999999999997,22.73,14.29,11.23,0.0,80.2,78.7,2,3,5,2,5,1,2,5,5,3,3,7
24179,Boxer_B_8237,KO,1,Boxer_A_8237,72.3,173,175,86,68,73,94,97,8,Boxer_B_8237,68.1,181,172,67,78,64,96,80,40,29,29,4,7,0,0,8,15,78.67452,100.58034975000001,27.199999999999996,27.900000000000002,13.79,24.14,0.0,21.33,72.8,72.1,6,3,4,6,2,3,3,3,6,8,8,6
51398,Boxer_A_8238,KO,1,Boxer_A_8238,78.2,177,188,71,62,95,92,90,29,Boxer_B_8238,95.5,166,174,62,80,95,62,98,50,11,10,6,2,1,0,12,5,101.00598450000001,35.88002,8.799999999999999,8.4,54.55,20.0,54.12,0.0,91.2,91.6,2,0,2,4,4,2,0,2,2,2,1,0
58984,Boxer_B_8239,KO,1,Boxer_A_8239,85.2,177,171,93,63,99,72,62,25,Boxer_B_8239,90.4,176,172,82,98,83,91,72,3,3,3,0,3,1,0,0,12,0.0,133.89091199999996,3.9999999999999996,4.199999999999999,0.0,100.0,0.0,100.0,96.0,95.8,0,0,0,0,0,0,0,0,1,0,2,3
55384,Boxer_A_8240,KO,1,Boxer_A_8240,84.6,167,197,72,78,82,73,72,2,Boxer_B_8240,76.2,171,193,91,74,67,97,79,70,11,10,4,2,0,1,13,5,105.81595199999998,62.759424,12.3,9.100000000000001,36.36,20.0,37.24,0.0,87.7,90.9,1,1,1,2,0,1,3,3,0,2,6,1
95669,Boxer_A_8241,KO,1,Boxer_A_8241,79.6,177,180,78,64,69,95,84,78,Boxer_B_8241,89.7,191,174,69,91,75,93,88,30,40,39,6,6,0,0,14,14,105.16833600000001,97.39267199999999,36.1,41.29999999999998,15.0,15.38,2.61,0.0,63.9,58.7,5,1,9,4,7,8,6,5,3,11,10,10
79074,Boxer_B_8242,KO,1,Boxer_A_8242,66.6,190,197,86,60,83,98,79,90,Boxer_B_8242,68.5,174,189,98,88,63,60,80,71,5,5,1,4,1,0,2,9,19.649279999999997,113.807155,5.3999999999999995,4.5,20.0,80.0,0.0,80.35,94.6,95.5,0,1,1,1,1,1,0,0,1,0,2,2
96051,Boxer_A_8243,KO,1,Boxer_A_8243,75.8,168,200,84,84,86,94,80,11,Boxer_B_8243,89.8,192,171,90,66,93,69,67,21,11,10,4,1,0,0,9,2,100.871988,26.838,11.100000000000001,8.9,36.36,10.0,73.16,0.0,88.9,91.1,1,1,1,2,2,3,1,0,4,3,2,1
41022,Boxer_A_8244,KO,1,Boxer_A_8244,69.7,174,193,80,66,75,91,80,61,Boxer_B_8244,77.1,171,194,61,70,62,77,94,83,8,7,5,2,0,2,11,3,96.17592000000002,26.571600000000004,5.8999999999999995,4.3999999999999995,62.5,28.57,73.43,0.0,94.1,95.6,1,2,3,2,1,2,3,1,0,0,0,0
84600,Boxer_B_8245,KO,1,Boxer_A_8245,75.3,175,171,88,77,94,86,79,94,Boxer_B_8245,88.7,178,194,98,68,72,95,93,60,8,8,0,3,1,0,0,8,0.0,96.79685400000002,8.700000000000001,6.799999999999999,0.0,37.5,-6.8,100.0,91.3,93.2,1,0,0,3,0,2,2,2,3,0,2,1
42708,Boxer_A_8246,KO,1,Boxer_A_8246,99.3,170,186,75,97,99,95,90,47,Boxer_B_8246,63.8,175,197,67,74,95,88,68,49,8,7,3,0,0,0,10,0,102.21749999999997,0.0,9.0,5.8,37.5,0.0,100.0,0.0,91.0,94.2,0,2,1,1,0,1,2,0,3,2,2,1
54255,Boxer_B_8247,KO,1,Boxer_A_8247,71.2,189,188,60,75,70,84,96,64,Boxer_B_8247,96.9,176,185,87,65,93,68,97,50,18,18,4,6,1,0,8,13,53.300955000000016,116.93409000000001,13.5,14.1,22.22,33.33,-10.0,46.7,86.5,85.9,5,5,3,3,5,3,1,2,2,3,2,2
58688,Boxer_B_8248,KO,1,Boxer_A_8248,83.3,166,174,76,75,80,88,68,45,Boxer_B_8248,98.3,168,199,93,80,78,94,70,50,8,8,4,3,0,0,6,11,62.45889000000001,131.377752,5.199999999999998,7.199999999999999,50.0,37.5,0.0,37.54,94.8,92.8,2,2,4,0,1,1,0,3,0,0,1,2
83206,Boxer_A_8249,KO,1,Boxer_A_8249,78.2,183,182,74,100,79,94,96,46,Boxer_B_8249,70.6,173,171,73,65,94,80,67,74,10,9,5,4,0,0,11,9,110.85044600000003,68.47604399999999,6.999999999999998,8.1,50.0,44.44,31.52,0.0,93.0,91.9,2,1,4,2,2,2,1,1,0,1,1,2
10103,Boxer_A_8250,KO,1,Boxer_A_8250,82.9,191,195,95,84,65,91,84,94,Boxer_B_8250,91.8,195,179,77,60,89,73,64,71,4,3,3,1,0,1,8,1,111.36393999999999,10.85238,3.6999999999999997,3.0999999999999996,75.0,33.33,89.15,0.0,96.3,96.9,1,1,0,0,1,0,0,0,1,0,1,2
81504,Boxer_A_8251,KO,1,Boxer_A_8251,72.4,171,179,87,73,87,90,96,3,Boxer_B_8251,86.8,180,181,63,78,67,86,66,3,4,3,4,0,0,2,9,0,115.227672,0.0,3.2,2.5,100.0,0.0,100.0,-10.0,96.8,97.5,0,1,1,0,2,1,1,0,0,0,0,1
29457,Boxer_B_8252,KO,1,Boxer_A_8252,88.5,189,188,97,91,76,85,73,42,Boxer_B_8252,90.3,179,197,89,97,69,75,97,48,9,9,2,4,1,0,4,8,38.36544,99.45227125,8.4,8.6,22.22,44.44,0.0,61.63,91.6,91.4,0,2,2,1,3,0,1,1,2,3,1,2
